psv_attack_pref,mk_dv,psv_country_fac,psv_context,psv_context_fac,psv_nuc_effective,mk_context_fac,mk_main_treat,hypothetical,mk_cont_pool,psv_correct_recall,mk_correct_recall,Gender,race,party,mk_context,psv_time,mk_time,psv_abst_conc_score,mk_abst_conc_score,knowledge_scale,nfc_scale,age,edu
1,1,Syria,1,Reduced,1,Original,0,1,0,0,0,Male,1,3,0,11.996,19.54,3,0,2,NA,59,7
1,3,Bolivia,0,Original,0,Extra Non-Innocuous,1,0,1,1,0,Male,1,2,2,192.673,75.899,4,3,1,NA,60,2
2,3,Bolivia,0,Original,1,Original,0,1,0,0,1,Male,1,3,0,2.213,1.421,3,0,1,NA,35,5
3,3,Malaguay,1,Reduced,0,Extra Innocuous,0,1,1,0,0,Female,1,2,1,4.316,52.088,1,1,1,NA,65,4
1,4,Syria,0,Original,0,Original,1,0,0,1,1,Male,1,2,0,142.325,13.136,5,1,2,NA,59,3
2,2,Malaguay,0,Original,1,Extra Innocuous,0,0,1,0,1,Female,1,2,1,6.217,16.173,3,2,1,NA,72,3
1,3,Bolivia,1,Reduced,0,Extra Innocuous,0,0,1,1,1,Female,1,1,1,100.851,63.221,3,2,0,NA,68,6
1,3,Syria,1,Reduced,0,Original,1,0,0,1,1,Male,7,1,0,70.918,13.796,4,1,2,NA,58,7
1,4,No-Name,0,Original,1,Extra Innocuous,1,1,1,1,0,Female,3,2,1,3.561,4.846,1,1,0,NA,NA,5
2,2,No-Name,0,Original,1,Original,1,0,0,1,0,Female,1,4,0,176.573,5.679,2,1,0,NA,67,3
2,3,Bolivia,0,Original,1,Original,0,0,0,1,1,Female,1,3,0,18.701,23.481,4,1,0,3.75,69,2
3,2,No-Name,0,Original,0,Original,0,1,0,1,1,Female,1,1,0,144.178,24.797,1,0,0,NA,73,2
1,4,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Male,1,1,2,122.007,74.735,3,3,1,NA,68,5
2,4,Malaguay,0,Original,0,Original,0,0,0,0,0,Male,4,2,0,6.821,3.013,3,1,1,NA,36,6
1,4,Bolivia,0,Original,1,Extra Non-Innocuous,0,1,1,1,0,Male,1,1,2,166.882,70.098,3,2,1,NA,77,6
1,4,Syria,1,Reduced,0,Extra Innocuous,0,1,1,1,0,Female,1,2,1,121.667,59.149,3,1,2,NA,69,3
1,1,No-Name,0,Original,0,Extra Non-Innocuous,1,0,1,1,0,Male,1,1,2,67.249,28.34,2,3,2,NA,73,8
2,4,Syria,0,Original,0,Extra Non-Innocuous,0,0,1,1,0,Female,1,1,2,159.202,46.967,5,3,0,NA,69,5
2,2,Syria,1,Reduced,0,Extra Innocuous,0,1,1,0,0,Male,1,2,1,42.6,30.857,3,1,2,NA,81,5
1,4,No-Name,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Female,7,3,2,64.929,32.856,0,2,2,NA,63,3
1,1,Malaguay,1,Reduced,1,Extra Non-Innocuous,1,0,1,0,0,Male,7,1,2,11.045,15.175,2,3,1,NA,72,3
2,3,Syria,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,0,Male,4,2,2,43.17,5.892,4,3,0,2,36,6
1,4,No-Name,1,Reduced,0,Original,0,1,0,1,1,Male,1,1,0,54.242,20.583,0,0,2,3.125,77,2
1,4,Bolivia,0,Original,0,Extra Innocuous,0,1,1,0,0,Female,1,2,1,96.393,52.171,3,1,1,4.25,61,6
4,1,No-Name,0,Original,1,Original,1,0,0,1,0,Female,1,2,0,67.396,35.459,2,1,2,3,73,2
1,3,Syria,1,Reduced,1,Extra Innocuous,0,0,1,0,0,Female,1,1,1,66.735,47.533,4,2,0,3.625,63,3
1,3,Syria,1,Reduced,1,Extra Non-Innocuous,0,1,1,0,0,Male,1,1,2,34.466,22.575,3,2,1,3,69,5
1,1,Bolivia,0,Original,0,Extra Innocuous,0,1,1,1,1,Male,1,3,1,161.925,58.862,3,1,2,3.125,66,6
1,4,Syria,1,Reduced,0,Extra Innocuous,0,1,1,1,0,Female,1,3,1,46.624,44.047,3,1,1,2.75,69,5
3,2,Malaguay,1,Reduced,1,Original,0,0,0,1,1,Female,1,1,0,72.752,38.1,2,1,1,3.5,58,5
4,3,Malaguay,0,Original,1,Extra Non-Innocuous,1,0,1,1,0,Female,1,1,2,148.41,58.957,3,3,2,3.25,67,5
2,3,No-Name,0,Original,0,Extra Non-Innocuous,1,1,1,1,0,Male,1,3,2,129.594,44.124,1,2,1,2.875,71,5
1,3,Syria,1,Reduced,1,Extra Innocuous,1,0,1,0,0,Male,1,1,1,84.978,40.696,4,2,0,3.25,71,3
1,3,Syria,1,Reduced,0,Original,1,1,0,1,1,Female,1,3,0,83.04,25.842,3,0,0,2,34,2
1,1,No-Name,1,Reduced,0,Extra Innocuous,0,1,1,1,1,Male,1,1,1,93.798,40.489,0,1,2,2,70,3
1,3,No-Name,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,0,Female,1,3,2,99.826,81.353,0,2,2,3.25,74,2
1,4,Syria,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,0,Female,1,3,2,244.055,122.203,3,2,1,2.75,64,4
1,4,No-Name,1,Reduced,0,Original,0,1,0,1,1,Male,1,1,0,102.076,28.327,0,0,2,2.5,78,6
2,2,Malaguay,0,Original,0,Original,0,1,0,1,1,Female,1,3,0,82.961,21.101,2,0,1,3.375,66,5
2,2,Malaguay,0,Original,1,Original,0,0,0,0,1,Female,1,3,0,1686.926,46.537,3,1,2,3.75,68,5
1,1,Malaguay,0,Original,1,Extra Innocuous,0,0,1,1,1,Female,1,3,1,115.357,61.57,3,2,2,4,68,6
3,3,Bolivia,1,Reduced,1,Original,1,0,0,0,0,Female,2,3,0,282.231,1632.301,3,1,1,2.25,65,2
3,4,No-Name,1,Reduced,1,Original,1,0,0,1,0,Male,1,2,0,81.296,31.969,1,1,2,3,72,5
4,4,Bolivia,1,Reduced,0,Extra Non-Innocuous,1,0,1,1,1,Female,1,1,2,66.073,46.744,3,3,2,2.75,71,3
1,3,No-Name,0,Original,0,Original,0,1,0,0,1,Female,1,2,0,4.138,3.066,1,0,2,1.75,26,2
4,4,Bolivia,0,Original,0,Extra Innocuous,0,0,1,1,1,Female,1,2,1,162.963,57.375,4,2,0,NA,58,2
3,4,No-Name,0,Original,1,Extra Innocuous,0,1,1,1,1,Male,1,2,1,15.214,54.504,1,1,2,3,64,7
2,4,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Male,1,1,2,76.375,3.155,2,3,2,2.5,20,5
3,4,Syria,1,Reduced,0,Original,0,0,0,1,1,Female,1,3,0,131.104,15.526,4,1,2,2.375,63,7
2,3,Bolivia,1,Reduced,0,Original,0,1,0,1,0,Male,1,2,0,106.577,21.283,2,0,2,2.375,83,5
2,1,Bolivia,0,Original,0,Extra Innocuous,0,1,1,1,0,Female,1,1,1,22.655,28.941,3,1,1,2.25,60,3
3,3,Malaguay,0,Original,1,Extra Innocuous,0,1,1,1,0,Male,1,3,1,62.964,78.444,2,1,0,3.75,44,4
2,2,Bolivia,1,Reduced,0,Original,0,1,0,1,1,Male,1,2,0,92.909,47.8,2,0,1,2.5,73,1
1,2,Syria,0,Original,0,Extra Innocuous,0,1,1,0,0,Male,1,3,1,266.266,6.437,4,1,0,3,33,2
3,3,No-Name,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Female,1,2,2,100.456,122.827,0,2,1,2.625,56,5
1,3,Syria,1,Reduced,0,Extra Innocuous,1,1,1,0,1,Male,4,2,1,9.118,5.599,3,1,1,NA,50,5
3,4,No-Name,1,Reduced,1,Extra Innocuous,1,1,1,1,1,Female,1,1,1,122.683,53.412,0,1,1,2.625,48,4
2,4,Syria,0,Original,1,Extra Innocuous,1,0,1,0,0,Male,1,1,1,4.23,12.955,5,2,1,3.5,56,5
1,3,Bolivia,1,Reduced,0,Original,0,1,0,1,1,Male,3,3,0,66.29,16.634,2,0,2,1.875,30,2
2,4,No-Name,0,Original,1,Extra Innocuous,0,1,1,0,1,Female,2,1,1,4.033,4.089,1,1,1,2,19,2
2,2,Malaguay,0,Original,0,Extra Non-Innocuous,0,0,1,1,1,Female,1,1,2,113.544,54.514,3,3,2,2.25,63,3
2,2,Syria,0,Original,1,Extra Innocuous,1,0,1,0,0,Female,1,4,1,1153.299,1138.561,5,2,0,2.375,31,2
3,2,Bolivia,1,Reduced,0,Original,1,0,0,1,0,Male,2,1,0,5.686,3.301,3,1,2,3.375,63,6
1,3,Syria,1,Reduced,0,Original,1,0,0,1,1,Male,1,3,0,51.66,31.662,4,1,2,3.125,61,5
2,1,Syria,0,Original,1,Extra Non-Innocuous,0,0,1,0,0,Male,1,1,2,3.237,10.996,5,3,2,3.125,32,5
2,3,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Male,1,2,2,41.529,28.024,2,3,2,2.75,61,6
2,3,Bolivia,1,Reduced,0,Original,0,1,0,0,1,Female,3,4,0,99.041,50.726,2,0,1,2.875,30,1
3,3,Malaguay,0,Original,1,Extra Innocuous,0,1,1,1,1,Female,2,1,1,21.503,54.767,2,1,1,2.25,61,5
2,4,No-Name,0,Original,0,Extra Innocuous,1,1,1,0,1,Male,1,4,1,117.261,30.404,1,1,2,2.75,61,2
3,4,Bolivia,0,Original,1,Extra Non-Innocuous,1,0,1,0,0,Female,1,2,2,11.712,24.355,4,3,0,2.875,27,5
1,4,No-Name,1,Reduced,1,Extra Non-Innocuous,1,1,1,0,1,Female,1,2,2,5.141,4.085,0,2,1,2.5,41,2
1,1,Syria,0,Original,0,Original,0,0,0,0,0,Female,1,1,0,3.495,7.149,5,1,0,2.625,58,4
3,4,Bolivia,0,Original,1,Extra Non-Innocuous,0,1,1,0,0,Female,1,2,2,67.253,61.33,3,2,0,2.25,51,2
1,2,Malaguay,1,Reduced,0,Extra Innocuous,1,0,1,1,0,Male,1,3,1,59.516,67.739,2,2,2,3.4285714285714284,58,5
2,2,No-Name,1,Reduced,1,Extra Innocuous,0,1,1,1,1,Male,1,2,1,106.994,42.665,0,1,1,2.375,63,3
2,2,No-Name,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,0,Female,1,3,2,43.542,34.908,1,3,1,3.125,60,1
1,1,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,1,1,0,0,Female,3,1,2,85.316,252.64,1,2,1,3.125,65,6
2,3,Syria,0,Original,0,Original,1,1,0,1,1,Male,3,4,0,8.3,9.265,4,0,2,2.75,50,3
2,3,Bolivia,0,Original,1,Extra Non-Innocuous,1,0,1,1,0,Female,2,3,2,6.053,4.583,4,3,1,2.75,20,3
1,4,No-Name,1,Reduced,1,Extra Innocuous,0,1,1,1,0,Male,3,1,1,3.853,2.44,0,1,2,1.75,29,6
1,4,Bolivia,0,Original,1,Extra Innocuous,0,0,1,0,0,Male,1,2,1,7.56,32.833,4,2,0,2,54,2
3,3,No-Name,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,0,Female,1,3,2,86.654,147.506,1,3,1,3.125,61,5
1,1,Malaguay,1,Reduced,1,Extra Innocuous,0,0,1,1,1,Female,1,3,1,75.755,90.77,2,2,2,3,64,6
2,2,Bolivia,1,Reduced,0,Original,0,0,0,0,0,Female,1,4,0,3.213,6.747,3,1,0,3.375,54,4
1,3,Malaguay,0,Original,0,Original,1,0,0,0,0,Male,1,2,0,163.761,13.369,3,1,0,3.5,49,3
2,4,Bolivia,0,Original,1,Extra Non-Innocuous,0,1,1,0,0,Male,1,3,2,24.069,7.467,3,2,2,3.375,44,6
1,3,Syria,1,Reduced,0,Extra Non-Innocuous,0,1,1,0,1,Female,1,1,2,38.748,14.871,3,2,0,3.875,50,2
3,3,Malaguay,1,Reduced,0,Extra Innocuous,1,0,1,0,1,Female,1,3,1,4.444,10.179,2,2,0,2.625,35,2
1,4,No-Name,1,Reduced,0,Extra Innocuous,0,1,1,1,0,Female,2,1,1,23.105,4.702,0,1,1,3,35,5
2,4,Syria,0,Original,1,Extra Innocuous,0,1,1,1,0,Female,1,3,1,1499.094,44.769,4,1,1,2.5,37,5
1,3,Syria,1,Reduced,0,Original,0,1,0,0,0,Female,7,1,0,32.802,29.755,3,0,2,3.625,56,6
4,3,Malaguay,1,Reduced,1,Extra Innocuous,1,1,1,1,0,Male,1,1,1,83.432,77.748,1,1,2,2,51,3
1,2,Bolivia,0,Original,0,Original,0,1,0,0,0,Male,1,3,0,41.494,3.803,3,0,1,2.875,47,4
2,1,No-Name,0,Original,0,Extra Non-Innocuous,0,0,1,0,0,Female,2,3,2,1191.819,77.655,2,3,1,4.25,32,3
2,4,Malaguay,0,Original,1,Original,1,0,0,1,1,Other,1,1,0,297.808,38.333,3,1,1,3.375,45,5
1,4,Syria,1,Reduced,0,Extra Non-Innocuous,0,0,1,1,0,Female,1,2,2,7.471,10.165,4,3,1,3.25,52,3
2,2,No-Name,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Male,4,3,2,67.47,73.786,1,3,2,2.875,48,3
3,3,Malaguay,0,Original,1,Extra Innocuous,1,1,1,1,0,Male,1,1,1,79.201,63.206,2,1,1,3.375,54,3
3,4,Syria,0,Original,1,Extra Innocuous,1,1,1,0,1,Male,1,1,1,2.846,1.904,4,1,2,2.25,31,2
2,4,No-Name,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,0,Female,1,3,2,6.205,3.987,1,3,0,3,42,3
4,3,Malaguay,0,Original,1,Original,0,0,0,1,1,Female,1,2,0,210.196,40.725,3,1,1,2,50,2
2,3,No-Name,1,Reduced,0,Original,1,1,0,0,0,Female,1,3,0,59.199,45.323,0,0,1,3.125,53,2
3,4,Bolivia,0,Original,1,Original,0,1,0,1,1,Male,1,2,0,19.655,2.549,3,0,1,3,31,1
2,3,No-Name,1,Reduced,0,Extra Non-Innocuous,1,0,1,1,0,Female,1,1,2,30.17,29.616,1,3,0,3,37,1
1,4,Syria,1,Reduced,0,Extra Innocuous,0,0,1,0,1,Female,1,2,1,6.903,31.934,4,2,1,3,51,2
1,4,Bolivia,0,Original,0,Original,0,1,0,1,0,Female,1,1,0,631.244,1309.371,3,0,0,4,31,2
2,3,No-Name,1,Reduced,1,Extra Non-Innocuous,1,0,1,0,0,Male,3,1,2,4.992,16.318,1,3,1,3.75,26,4
2,1,Bolivia,1,Reduced,1,Extra Innocuous,0,1,1,1,1,Female,1,3,1,121.377,87.76,2,1,1,2.625,52,3
2,4,Bolivia,0,Original,0,Extra Innocuous,0,0,1,0,1,Male,4,1,1,7.79,3.689,4,2,0,1.75,36,5
2,4,No-Name,1,Reduced,0,Extra Non-Innocuous,1,1,1,1,0,Female,1,2,2,95.281,69.004,0,2,1,3.125,47,3
1,3,No-Name,0,Original,1,Extra Innocuous,0,1,1,1,1,Female,1,1,1,55.2,50.201,1,1,1,3.25,22,3
1,4,No-Name,0,Original,0,Original,1,0,0,1,1,Female,1,1,0,5.915,36.074,2,1,1,3.75,42,2
4,2,Syria,1,Reduced,1,Original,0,1,0,1,0,Female,4,1,0,1018.346,52.701,3,0,2,3,39,4
1,3,No-Name,0,Original,0,Original,1,0,0,1,1,Female,1,1,0,115.772,63.926,2,1,2,2.75,33,3
4,1,Bolivia,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,1,Male,7,4,2,73.887,131.305,2,2,0,2.25,53,4
3,4,Syria,0,Original,0,Original,0,0,0,1,0,Female,2,1,0,238.926,29.665,5,1,0,4.125,54,1
2,3,Syria,1,Reduced,0,Original,0,1,0,0,1,Female,3,1,0,76.518,38.974,3,0,2,2.75,39,2
2,4,No-Name,1,Reduced,0,Extra Innocuous,0,0,1,1,0,Male,1,1,1,3.938,3.876,1,2,0,3.125,39,2
2,2,Malaguay,0,Original,0,Extra Non-Innocuous,0,0,1,0,0,Female,1,1,2,410.477,332.143,3,3,1,3.875,55,2
1,3,Malaguay,0,Original,1,Extra Innocuous,0,1,1,0,0,Male,1,2,1,6.841,7.992,2,1,0,3,52,2
1,4,Bolivia,0,Original,1,Original,1,0,0,0,0,Female,2,1,0,23.268,5.593,4,1,0,2.125,29,3
2,3,No-Name,0,Original,0,Extra Non-Innocuous,0,1,1,0,0,Female,1,2,2,6.931,69.345,1,2,0,3.375,45,2
1,4,Syria,1,Reduced,0,Original,1,0,0,0,1,Male,1,1,0,224.417,91.898,4,1,0,3.125,47,2
3,3,Bolivia,0,Original,1,Extra Non-Innocuous,0,0,1,1,1,Female,1,1,2,207.602,43.762,4,3,1,3.125,49,4
2,4,Syria,1,Reduced,0,Extra Innocuous,0,1,1,0,0,Male,1,1,1,15.04,4.743,3,1,1,2.25,44,2
4,3,Syria,1,Reduced,1,Original,1,0,0,1,1,Female,1,2,0,204.881,71.602,4,1,2,2.875,34,3
1,3,Malaguay,1,Reduced,1,Extra Innocuous,0,1,1,0,1,Female,1,2,1,25.216,45.708,1,1,0,2.625,54,4
1,4,Malaguay,0,Original,1,Extra Innocuous,1,0,1,1,0,Female,2,3,1,4.766,3.069,3,2,1,3.125,97,2
1,3,No-Name,1,Reduced,0,Original,0,1,0,0,1,Male,4,4,0,4.471,20.56,0,0,2,3.125,44,2
1,2,Bolivia,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,0,Male,1,3,2,19.643,28.894,3,3,2,3.375,48,4
1,4,Syria,0,Original,1,Original,1,1,0,1,0,Male,1,2,0,9.81,5.682,4,0,0,4.125,31,5
2,2,Bolivia,1,Reduced,0,Extra Non-Innocuous,0,1,1,0,1,Male,1,4,2,11.754,169.018,2,2,2,3,37,4
1,3,No-Name,0,Original,0,Original,1,0,0,1,1,Male,3,1,0,263.168,235.357,2,1,0,3.625,52,3
1,4,Syria,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,1,Male,3,1,2,8.783,12.045,4,3,1,2,25,2
1,4,Syria,0,Original,1,Original,0,1,0,0,1,Male,1,2,0,12.927,15.132,4,0,1,NA,52,2
2,4,Malaguay,0,Original,1,Extra Non-Innocuous,1,1,1,0,1,Female,7,1,2,573.902,4.373,2,2,1,2.875,27,3
2,4,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Male,1,2,2,13.334,5.69,2,3,1,2.625,49,2
1,3,No-Name,0,Original,0,Extra Innocuous,0,1,1,0,1,Male,1,2,1,6.581,4.096,1,1,1,2,32,5
1,4,No-Name,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,0,Male,1,4,2,16.893,8.276,1,3,1,3,30,2
2,4,Syria,0,Original,1,Original,0,1,0,0,1,Male,1,1,0,135.862,3.914,4,0,2,3.5,43,5
3,4,Bolivia,1,Reduced,1,Extra Innocuous,1,0,1,1,1,Male,1,2,1,2.741,8.194,3,2,1,2.625,28,8
2,2,Malaguay,0,Original,0,Extra Innocuous,0,1,1,0,0,Male,1,1,1,2.52,43.471,2,1,0,2.5,34,2
2,4,No-Name,0,Original,0,Extra Non-Innocuous,1,1,1,0,1,Male,1,1,2,26.664,35.973,1,2,2,3.125,22,6
3,4,Malaguay,1,Reduced,1,Original,0,0,0,1,0,Female,2,3,0,60.514,14.553,2,1,1,4.125,25,3
1,4,Bolivia,1,Reduced,0,Original,0,0,0,0,1,Male,3,1,0,57.942,8.337,3,1,1,2.125,26,3
1,2,Malaguay,0,Original,1,Extra Non-Innocuous,1,0,1,0,0,Male,1,3,2,7.198,16.775,3,3,2,2.5,59,5
4,4,No-Name,0,Original,1,Extra Innocuous,1,1,1,1,1,Male,1,1,1,8.201,10.229,1,1,1,2.625,74,5
2,2,No-Name,0,Original,0,Original,0,1,0,1,0,Female,3,3,0,3.486,6.401,1,0,1,2.625,26,2
1,4,Syria,1,Reduced,0,Extra Innocuous,0,1,1,1,0,Female,1,2,1,56.752,36.99,3,1,2,2.5,59,4
2,1,Bolivia,0,Original,1,Extra Non-Innocuous,1,0,1,1,0,Female,1,1,2,101.301,28.501,4,3,1,2.125,63,4
1,3,No-Name,1,Reduced,1,Extra Innocuous,0,0,1,0,0,Male,1,2,1,6.101,55.026,1,2,2,3.125,31,3
2,2,Malaguay,0,Original,0,Extra Non-Innocuous,0,0,1,0,0,Female,1,3,2,70.033,24.51,3,3,2,2.25,56,5
3,2,Malaguay,0,Original,1,Extra Non-Innocuous,0,0,1,1,1,Male,1,2,2,121.443,41.733,3,3,2,2.875,67,3
2,3,Bolivia,0,Original,0,Extra Innocuous,0,1,1,1,0,Female,1,1,1,124.106,45.017,3,1,2,3.375,63,4
2,3,Malaguay,0,Original,0,Original,0,1,0,1,1,Female,1,1,0,179.355,30.796,2,0,1,2.875,60,3
2,4,Bolivia,0,Original,0,Extra Innocuous,0,1,1,1,0,Female,1,1,1,55.901,31.813,3,1,1,3.75,79,2
3,3,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,0,Female,1,1,2,106.122,64.666,2,3,0,2.75,68,7
1,4,Bolivia,1,Reduced,0,Extra Non-Innocuous,0,1,1,1,0,Male,3,2,2,15.221,19.968,2,2,1,2.625,68,5
1,3,Syria,0,Original,0,Original,0,1,0,NA,1,Male,1,2,0,134.139,44.91,4,0,2,3.625,63,5
2,2,Syria,1,Reduced,0,Original,0,1,0,1,1,Female,1,4,0,104.973,58.765,3,0,0,2.875,58,2
1,3,Syria,0,Original,1,Extra Innocuous,0,0,1,0,1,Female,1,2,1,191.489,60.117,5,2,2,2.625,70,3
4,3,Bolivia,0,Original,0,Original,0,0,0,1,1,Female,1,1,0,201.714,29.125,4,1,0,3.75,56,3
1,3,Bolivia,0,Original,1,Extra Innocuous,0,1,1,1,1,Male,4,2,1,173.412,60.765,3,1,1,2.875,66,5
3,3,Syria,1,Reduced,0,Extra Innocuous,1,1,1,1,1,Male,1,2,1,94.648,79.271,3,1,0,3.625,71,5
1,4,Syria,0,Original,0,Extra Innocuous,0,1,1,1,0,Male,1,2,1,138.849,82.42,4,1,2,2.625,68,5
2,2,Bolivia,1,Reduced,1,Original,1,0,0,0,1,Female,1,2,0,34.589,26.051,3,1,2,2.625,58,5
4,4,No-Name,1,Reduced,1,Original,1,0,0,1,1,Male,1,1,0,102.386,34.197,1,1,1,2.375,70,2
2,3,No-Name,1,Reduced,1,Extra Non-Innocuous,0,1,1,1,0,Female,1,4,2,161.852,94.645,0,2,1,2,67,1
1,3,No-Name,1,Reduced,1,Extra Innocuous,0,1,1,1,0,Other,1,1,1,95.69,267.868,0,1,0,2.125,29,5
1,1,Malaguay,1,Reduced,0,Extra Innocuous,0,0,1,1,1,Male,1,2,1,190.791,87.38,2,2,0,2.625,81,4
2,4,Syria,0,Original,0,Extra Innocuous,0,1,1,1,0,Female,1,1,1,236.208,70.553,4,1,0,2.375,60,5
1,1,No-Name,1,Reduced,1,Original,0,1,0,1,1,Male,1,3,0,118.617,28.634,0,0,2,2.5,68,5
4,2,Malaguay,1,Reduced,1,Extra Non-Innocuous,0,0,1,1,1,Male,2,1,2,144.855,125.376,2,3,1,2.625,59,4
2,1,No-Name,1,Reduced,0,Extra Non-Innocuous,1,1,1,0,0,Male,1,2,2,14.275,9.824,0,2,1,2.875,82,2
2,3,Bolivia,1,Reduced,1,Extra Innocuous,1,0,1,1,0,Male,1,1,1,160.996,86.231,3,2,1,3.5,68,3
4,1,Bolivia,1,Reduced,1,Original,0,1,0,1,1,Male,1,3,0,84.778,35.909,2,0,2,1.75,77,5
1,2,Malaguay,0,Original,0,Extra Non-Innocuous,0,0,1,1,1,Male,1,2,2,227.925,924.053,3,3,2,3.25,73,4
3,3,Malaguay,1,Reduced,1,Extra Non-Innocuous,1,1,1,1,0,Female,1,3,2,75.064,72.015,1,2,1,2.625,57,4
1,2,Malaguay,0,Original,1,Extra Non-Innocuous,0,1,1,0,0,Female,1,3,2,384.307,109.128,2,2,0,3.25,58,3
1,1,Syria,0,Original,0,Original,0,0,0,1,1,Male,1,2,0,240.331,50.988,5,1,1,2.5,74,4
1,3,Bolivia,1,Reduced,0,Original,1,1,0,0,0,Female,2,2,0,54.943,110.508,2,0,2,2.625,63,3
1,4,Syria,0,Original,0,Extra Non-Innocuous,0,0,1,1,0,Female,1,1,2,49.097,33.687,5,3,0,3.375,68,2
NA,3,Malaguay,0,Original,1,Extra Innocuous,1,0,1,NA,1,NA,NA,NA,1,NA,65.138,3,2,NA,NA,NA,NA
1,1,Bolivia,0,Original,1,Extra Innocuous,0,0,1,0,0,NA,NA,NA,1,70.645,102.216,4,2,NA,NA,NA,NA
3,4,Malaguay,1,Reduced,1,Extra Innocuous,0,1,1,0,0,NA,NA,NA,1,1052.126,140.987,1,1,NA,NA,NA,NA
2,3,Malaguay,1,Reduced,1,Extra Innocuous,1,1,1,0,0,NA,NA,NA,1,124.222,70.909,1,1,NA,NA,NA,NA
3,NA,Malaguay,0,Original,1,Extra Innocuous,0,1,1,NA,NA,NA,NA,NA,1,222.253,NA,2,1,NA,NA,NA,NA
2,2,Malaguay,1,Reduced,1,Original,1,0,0,0,0,NA,NA,NA,0,4.627,7.77,2,1,NA,2.875,NA,NA
NA,NA,No-Name,1,Reduced,1,Extra Non-Innocuous,0,0,1,NA,NA,NA,NA,NA,2,NA,NA,1,3,NA,NA,NA,NA
2,NA,Malaguay,1,Reduced,0,Extra Innocuous,0,0,1,NA,NA,NA,NA,NA,1,1801.673,NA,2,2,NA,NA,NA,NA
1,NA,Malaguay,1,Reduced,0,Original,0,1,0,NA,NA,NA,NA,NA,0,60.509,NA,1,0,NA,NA,NA,NA
NA,NA,Bolivia,1,Reduced,1,Original,1,1,0,NA,NA,NA,NA,NA,0,NA,NA,2,0,NA,NA,NA,NA
2,4,Bolivia,1,Reduced,0,Original,0,1,0,1,0,NA,NA,NA,0,62.095,19.593,2,0,NA,NA,NA,NA
2,NA,Malaguay,0,Original,0,Original,0,1,0,NA,NA,NA,NA,NA,0,273.069,NA,2,0,NA,NA,NA,NA
NA,3,Malaguay,1,Reduced,1,Extra Innocuous,0,1,1,NA,0,NA,NA,NA,1,NA,76.53,1,1,NA,NA,NA,NA
1,4,Bolivia,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,0,Male,1,1,2,2.398,1.893,3,3,0,2,29,5
2,3,No-Name,0,Original,1,Extra Innocuous,1,1,1,0,1,Female,7,2,1,8.7,14.854,1,1,2,2.375,44,3
1,1,Bolivia,1,Reduced,0,Original,0,0,0,1,1,Male,1,2,0,49.941,23.164,3,1,2,2.5,65,8
2,3,No-Name,0,Original,1,Extra Innocuous,1,1,1,1,0,Female,1,1,1,73.532,58.571,1,1,1,2.25,66,3
4,4,Malaguay,0,Original,1,Extra Non-Innocuous,0,1,1,1,1,Male,1,2,2,113.469,51.856,2,2,1,3,59,6
2,1,Malaguay,1,Reduced,0,Extra Non-Innocuous,0,0,1,0,0,Female,1,2,2,19.072,101.6,2,3,1,2.5,69,5
2,3,Malaguay,0,Original,0,Original,1,0,0,0,1,Female,1,2,0,51.977,25.642,3,1,2,2.875,64,5
4,4,Syria,0,Original,1,Extra Innocuous,0,1,1,1,1,Male,1,1,1,261.627,116.375,4,1,1,3.25,73,2
1,4,Syria,1,Reduced,0,Extra Non-Innocuous,1,0,1,0,0,Female,2,1,2,13.69,7.644,4,3,0,3.75,22,2
2,2,No-Name,0,Original,1,Extra Innocuous,0,1,1,0,1,Female,1,1,1,6.295,29.037,1,1,0,2.625,45,4
2,4,Malaguay,1,Reduced,1,Original,0,1,0,0,1,Female,4,1,0,3.857,6.022,1,0,2,4,39,6
2,4,Bolivia,1,Reduced,0,Original,0,1,0,1,0,Female,1,2,0,2.953,20.693,2,0,0,2.875,65,3
1,3,Malaguay,1,Reduced,0,Extra Innocuous,1,1,1,1,0,Male,1,4,1,45.957,32.528,1,1,1,3,50,6
