statesabbrev,dv_c_t1,dv_c_t2,dv_p_t2,t2_year,t1_atlargeormulticandidate,t1_openseat,t2_3rdpartyinc,t2_demfrinc,t2_incumbent_has_switched_prty,t2_is_midterm,t2_opend,t2_openr,t2_openseat,t2_redist,t2_repfrinc,t2_specialelectiontoeelect,t2_missingdexp,t2_missingrexp,t2_dexp,t2_rexp,t2_icf
RI,0.11611580103635788,0.1414795070886612,0.1287938952445984,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.8492,213.3062,0.8859999775886536
KS,-0.5,-0.5,-0.23133400082588196,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.9807,0.8859999775886536
CA,-0.16950270533561707,-0.1539372056722641,-0.12112549692392349,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2061,91.26480000000001,0.8859999775886536
GA,0.09626460075378418,0.5,0.14205889403820038,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,98.0333,0,0.8859999775886536
AL,0.5,0.2503589987754822,0.1452862024307251,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106.8606,0,0.8859999775886536
NY,-0.19602780044078827,-0.0899370014667511,-0.050957899540662766,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3793,113.4213,0.8859999775886536
OK,-0.0687796026468277,-0.11585979908704758,-0.15377730131149292,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5976,101.9758,0.8859999775886536
MA,0.5,0.5,0.13840189576148987,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.179700000000004,0,0.8859999775886536
CA,0.207606703042984,0.22425439953804016,0.19386820495128632,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.9389,5.2623,0.8859999775886536
WV,0.5,0.17777560651302338,-0.08169610053300858,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4011,0,0.8859999775886536
MD,-0.16170549392700195,-0.19577020406723022,-0.15431630611419678,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6891,0.8859999775886536
GA,-0.5,-0.5,-0.2707892060279846,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.2286,0.8859999775886536
DE,-0.22958029806613922,-0.1994090974330902,0.038315098732709885,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4429,90.2706,0.8859999775886536
NY,-0.25792351365089417,-0.05390410125255585,-0.07335390150547028,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,61.244299999999996,93.73400000000001,0.8859999775886536
PA,-0.5,-0.15106549859046936,-0.11765450239181519,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3737,42.9653,0.8859999775886536
GA,0.005118600092828274,0.12883229553699493,-0.05644230172038078,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130.7926,105.4493,0.8859999775886536
OH,0.09479690343141556,0.5,-0.008089100010693073,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.587899999999998,0,0.8859999775886536
MI,0.34552091360092163,0.3589499890804291,0.32571661472320557,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4363,0,0.8859999775886536
GA,-0.22842569649219513,-0.2429438978433609,-0.22531500458717346,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.333,90.559,0.8859999775886536
CT,-0.14430689811706543,-0.02434450015425682,0.0309154000133276,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.241,225.52100000000002,0.8859999775886536
CA,-0.19859090447425842,-0.1813616007566452,-0.1271160989999771,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1841,0.8859999775886536
TN,0.17110750079154968,0.15673349797725677,-0.10081490129232407,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.269,3.7399,0.8859999775886536
NV,0.057006798684597015,0.17948460578918457,0.07491730153560638,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.8297,1.7662,0.8859999775886536
MA,0.5,0.5,0.16119159758090973,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129.0341,0,0.8859999775886536
IA,-0.03293050080537796,-0.10078410059213638,0.057827599346637726,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2489,47.9605,0.8859999775886536
TN,-0.2986375093460083,-0.30519551038742065,-0.14960309863090515,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.830799999999996,0.8859999775886536
WI,-0.2523309886455536,-0.2015891969203949,-0.05402969941496849,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116,43.351299999999995,0.8859999775886536
CA,0.1855107992887497,0.16366539895534515,0.08827939629554749,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0287,4.0390999999999995,0.8859999775886536
SC,0.1761503964662552,0.1705120950937271,0.10835889726877213,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5832,0.3927,0.8859999775886536
FL,-0.5,-0.5,-0.19371500611305237,2004,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,27.954,0.8859999775886536
CA,0.3641444146633148,0.37818458676338196,0.3574747145175934,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.05429999999998,0.5704,0.8859999775886536
MD,0.021261699497699738,0.24927030503749847,0.1953423023223877,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.5488,35.2644,0.8859999775886536
IN,-0.02713949978351593,-0.04502839967608452,-0.11956620216369629,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150.49200000000002,49.4781,0.8859999775886536
OH,-0.5,-0.1616497039794922,-0.07312659919261932,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8417000000000001,148.4643,0.8859999775886536
MD,0.15785099565982819,0.15239329636096954,0.044061899185180664,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.1951,14.0972,0.8859999775886536
NJ,0.1976349949836731,0.18050619959831238,0.08841969817876816,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.016,1.7532,0.8859999775886536
NC,0.12861420214176178,0.14112010598182678,0.05516880005598068,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.25609999999999,4.9474,0.8859999775886536
CA,0.23365889489650726,0.26567530632019043,0.2242632955312729,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0646,0,0.8859999775886536
NC,-0.23707440495491028,-0.20237350463867188,-0.13585349917411804,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6079999999999997,99.1241,0.8859999775886536
MS,-0.24696609377861023,-0.5,-0.12766790390014648,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.6024,0.8859999775886536
CA,0.19002659618854523,0.2264900952577591,0.21425950527191162,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2533,0.6309,0.8859999775886536
IL,-0.07428830116987228,0.01699559949338436,-0.05734569951891899,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.6829,161.8074,0.8859999775886536
CA,0.15155890583992004,0.18011249601840973,0.12111110240221024,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95.57820000000001,60.528,0.8859999775886536
IL,-0.20259550213813782,-0.15023289620876312,-0.052354298532009125,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.212899999999999,54.27329999999999,0.8859999775886536
VA,-0.5,-0.05135490000247955,-0.08142849802970886,2004,0,0,0,0,0,0,0,1,1,0,1,0,0,0,43.662,82.8185,0.8859999775886536
NC,-0.20189930498600006,-0.08825840055942535,-0.1659833937883377,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,38.3579,118.2132,0.8859999775886536
MO,-0.2272453010082245,-0.23061800003051758,-0.1394031047821045,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7800999999999998,116.3588,0.8859999775886536
NY,0.08172810077667236,0.12952660024166107,0.052000101655721664,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.8005,30.4521,0.8859999775886536
NY,0.3975835144519806,0.42887410521507263,0.40641579031944275,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8867,0,0.8859999775886536
NE,-0.5,-0.41422680020332336,-0.2594153881072998,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0867,6.3654,0.8859999775886536
NJ,0.18265630304813385,0.1845943033695221,0.06771349906921387,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.8217,6.6472999999999995,0.8859999775886536
CA,0.13565529882907867,0.10380759835243225,-0.0072305998764932156,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.7079,35.6372,0.8859999775886536
CA,0.2031341940164566,0.21242520213127136,0.16884669661521912,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3715,26.213,0.8859999775886536
FL,0.5,0.5,0.08430799841880798,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0804,3.2700000000000005,0.8859999775886536
FL,-0.0478924997150898,-0.053008098155260086,-0.06179770082235336,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65.579,355.6976,0.8859999775886536
MI,-0.21763619780540466,-0.20555730164051056,-0.10684149712324142,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4779,49.823,0.8859999775886536
PA,0.0671956017613411,0.5,0.028293300420045853,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.8979,0,0.8859999775886536
FL,-0.5,-0.17592909932136536,-0.12027499824762344,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5275,185.4028,0.8859999775886536
PA,-0.1455432027578354,-0.1372694969177246,-0.04679640009999275,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4082000000000001,136.8946,0.8859999775886536
CA,0.09546250104904175,0.1369258016347885,0.038477301597595215,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7867,11.177800000000001,0.8859999775886536
NY,0.13752539455890656,0.17164850234985352,0.04412969946861267,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.194399999999995,0.6496999999999999,0.8859999775886536
MN,-0.13960739970207214,-0.12660439312458038,-0.01835240051150322,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8826,66.64099999999999,0.8859999775886536
CO,-0.19012239575386047,-0.10337220132350922,-0.10666760057210922,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.7526,117.8724,0.8859999775886536
IL,0.5,0.24277280271053314,0.09064409881830215,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.900399999999999,0,0.8859999775886536
IL,0.34511038661003113,0.3613244891166687,0.3343519866466522,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.868,4.3718,0.8859999775886536
IL,-0.1509041041135788,-0.05829140171408653,-0.033959098160266876,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3947,80.4197,0.8859999775886536
MI,-0.14059759676456451,-0.19906580448150635,-0.06808940321207047,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6585,44.2297,0.8859999775886536
MN,0.22136670351028442,0.24036890268325806,0.2189801037311554,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.7073,1.1503999999999999,0.8859999775886536
IN,-0.24083270132541656,-0.2345890998840332,-0.21720950305461884,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0229,77.7535,0.8859999775886536
CO,-0.06866870075464249,-0.032698001712560654,-0.08443470299243927,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.84389999999999,331.4507,0.8859999775886536
NJ,-0.17320449650287628,-0.17486169934272766,-0.06221520155668259,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4686999999999997,53.3725,0.8859999775886536
GA,0.5,0.16785520315170288,-0.03822610154747963,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.1275,2.5277000000000003,0.8859999775886536
CT,0.16792620718479156,0.22980840504169464,0.10673840343952179,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4516,0,0.8859999775886536
AZ,-0.1278827041387558,-0.10902989655733109,-0.04416219890117645,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48979999999999996,135.6723,0.8859999775886536
OH,-0.22164569795131683,-0.12748390436172485,-0.02745099924504757,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.1894,243.0424,0.8859999775886536
IN,-0.5,-0.21056529879570007,-0.19707560539245605,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.548,50.9517,0.8859999775886536
MN,-0.2209445983171463,-0.14671610295772552,-0.014670399948954582,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6064,92.1476,0.8859999775886536
MI,-0.1933128982782364,-0.14927460253238678,-0.05432790145277977,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3217,52.168499999999995,0.8859999775886536
NC,-0.5,-0.20699329674243927,-0.17975640296936035,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5265,58.60119999999999,0.8859999775886536
NY,0.17520520091056824,0.2761772871017456,0.16955099999904633,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.1863,0,0.8859999775886536
OR,0.14838869869709015,0.10120970010757446,0.05348990112543106,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.2272,232.7527,0.8859999775886536
IL,-0.24136750400066376,-0.18629120290279388,-0.05844090133905411,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8028,501.3947,0.8859999775886536
MA,0.5,0.5,0.30451738834381104,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95.3342,0,0.8859999775886536
OK,-0.038250699639320374,-0.5,-0.1698468029499054,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,75.05499999999999,0.8859999775886536
NY,-0.5,-0.12680810689926147,-0.03046100027859211,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2965000000000004,152.4703,0.8859999775886536
MN,-0.05809929966926575,-0.0830686017870903,-0.045324500650167465,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.2465,161.0055,0.8859999775886536
AZ,-0.12112569808959961,-0.1060895025730133,-0.11816740036010742,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.1998,73.85249999999999,0.8859999775886536
NJ,-0.20993930101394653,-0.16563290357589722,-0.004154799971729517,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6325000000000001,87.2384,0.8859999775886536
NY,-0.5,-0.20666630566120148,-0.021286800503730774,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1140999999999996,47.179,0.8859999775886536
FL,0.09287309646606445,0.5,0.14938859641551971,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3932,0,0.8859999775886536
CA,0.2268470972776413,0.2608231008052826,0.17841500043869019,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1957,0,0.8859999775886536
MO,0.1026725023984909,0.039424799382686615,0.0692828968167305,2004,0,0,0,0,0,0,1,0,1,0,0,0,0,0,139.22480000000002,136.7643,0.8859999775886536
WI,0.5,0.21195070445537567,0.20008860528469086,2004,0,0,0,0,0,0,1,0,1,0,0,0,0,0,93.3653,8.1298,0.8859999775886536
FL,-0.5,-0.1932802051305771,-0.01185229979455471,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5865,68.17490000000001,0.8859999775886536
ME,0.1380660980939865,0.09736330062150955,0.060762498527765274,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.77720000000001,50.5698,0.8859999775886536
OH,-0.08772119879722595,-0.12288069725036621,-0.04482879862189293,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56.543499999999995,101.9127,0.8859999775886536
NY,-0.1957886964082718,-0.16735529899597168,-0.04249110072851181,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7453,125.0053,0.8859999775886536
NM,0.5,0.18678000569343567,0.040720101445913315,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2489,5.6051,0.8859999775886536
CA,0.24019010365009308,0.244923397898674,0.19776560366153717,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.205499999999994,0,0.8859999775886536
WV,0.20219659805297852,0.15195660293102264,-0.036011599004268646,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.00789999999999,8.9312,0.8859999775886536
SC,-0.5,-0.1610495001077652,-0.10410340130329132,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.299,94.4659,0.8859999775886536
FL,0.22159160673618317,0.5,0.16247330605983734,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93.9363,0,0.8859999775886536
FL,-0.21466130018234253,-0.5,-0.06966520100831985,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59.6389,0.8859999775886536
MA,0.13867969810962677,0.17063359916210175,0.07972259819507599,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.997699999999995,3.0406,0.8859999775886536
MT,-0.1642199009656906,-0.1627008020877838,-0.105000801384449,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.7716,60.8199,0.8859999775886536
GA,-0.2833087146282196,-0.2555021047592163,-0.23521189391613007,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.8846,194.3512,0.8859999775886536
WI,0.15195299685001373,0.06477410346269608,0.018790600821375847,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6471,53.153800000000004,0.8859999775886536
LA,-0.5,-0.43299999833106995,-0.21241159737110138,2004,0,0,0,0,NA,0,0,1,1,0,0,0,1,0,0,165.69639999999998,0.8859999775886536
UT,-0.19936740398406982,-0.16095399856567383,-0.2900620102882385,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5111,63.419500000000006,0.8859999775886536
WI,-0.5,-0.1899942010641098,-0.07062680274248123,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4333,47.854,0.8859999775886536
FL,-0.24599109590053558,-0.2654362916946411,-0.22275659441947937,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,27.9318,0.8859999775886536
CA,-0.2313328981399536,-0.21499989926815033,-0.11937449872493744,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4828,105.8126,0.8859999775886536
CA,0.04147329926490784,0.17487719655036926,-0.0012287000427022576,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.9014,1.1095000000000002,0.8859999775886536
NJ,-0.08615300059318542,-0.07724419981241226,-0.031411901116371155,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79.25750000000001,284.7822,0.8859999775886536
OH,0.26334330439567566,0.5,0.319307804107666,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.1711,0,0.8859999775886536
TN,-0.15615679323673248,-0.1634245067834854,-0.11507809907197952,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2074,100.3532,0.8859999775886536
AR,0.10562320053577423,0.5,-0.01950879953801632,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,1,75.6922,0,0.8859999775886536
CA,0.12209510058164597,0.19622910022735596,0.11919079720973969,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.7177,6.8081000000000005,0.8859999775886536
OH,-0.20810729265213013,-0.19007930159568787,-0.1456248015165329,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.118399999999999,140.7907,0.8859999775886536
VA,0.5,0.19423310458660126,0.16660639643669128,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2504,20.581200000000003,0.8859999775886536
MI,-0.09053090214729309,-0.08126720041036606,-0.02845590002834797,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.3255,73.5845,0.8859999775886536
NV,-0.2882148027420044,-0.20963969826698303,-0.08268000185489655,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.1994,0.8859999775886536
CA,0.1923481971025467,0.22918620705604553,0.1411646008491516,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.873900000000006,0.024399999999999998,0.8859999775886536
OK,-0.5,-0.5,-0.2171431928873062,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.1139,0.8859999775886536
CA,-0.19219070672988892,-0.16850079596042633,-0.1292216032743454,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6296999999999999,58.06699999999999,0.8859999775886536
MS,0.06328000128269196,0.08940470218658447,0.09483630210161209,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.4653,33.1464,0.8859999775886536
OH,-0.175198495388031,-0.08603080362081528,-0.15452539920806885,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8197,190.9844,0.8859999775886536
NM,-0.06257639825344086,-0.10195580124855042,-0.08312120288610458,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.37049999999999,199.7549,0.8859999775886536
CA,0.10397499799728394,0.14723040163516998,0.09138850122690201,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.929,14.8631,0.8859999775886536
OH,-0.2088426947593689,-0.1704591065645218,-0.1129416972398758,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.714499999999999,44.0891,0.8859999775886536
LA,-0.5,-0.3059999942779541,-0.09474310278892517,2004,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,109.0347,0.8859999775886536
NJ,-0.10844489932060242,-0.08341480046510696,-0.07387830317020416,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47.5949,126.8289,0.8859999775886536
NM,-0.05341869965195656,-0.044388700276613235,0.01638679951429367,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.6588,340.18870000000004,0.8859999775886536
NC,0.16267560422420502,0.12295070290565491,-0.04300139844417572,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.9599,13.782,0.8859999775886536
UT,-0.12305770069360733,-0.19980190694332123,-0.2446770966053009,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43.549400000000006,0.8859999775886536
NY,-0.2016012966632843,0.006616699974983931,0.04472599923610687,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,137.21620000000001,158.1433,0.8859999775886536
IN,-0.1496513932943344,-0.18196390569210052,-0.14442630112171173,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.007099999999999,101.02279999999999,0.8859999775886536
MI,0.5,0.18228469789028168,0.09178309887647629,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8283,28.1615,0.8859999775886536
MI,0.18514469265937805,0.16683369874954224,-0.03933659940958023,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1354,1.107,0.8859999775886536
OH,0.23991839587688446,0.1812593936920166,0.08351240307092667,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.550599999999996,25.5894,0.8859999775886536
FL,0.27491089701652527,0.5,0.25667428970336914,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94.743,0,0.8859999775886536
AZ,-0.1896921992301941,-0.5,-0.08249089866876602,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,79.4256,0.8859999775886536
ID,-0.10067559778690338,-0.195477694272995,-0.19380679726600647,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5151999999999999,51.24980000000001,0.8859999775886536
CA,0.21454909443855286,0.5,0.1298794001340866,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,1,52.7054,0,0.8859999775886536
FL,-0.5,-0.14889250695705414,-0.08255089819431305,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4002,70.0625,0.8859999775886536
SC,-0.18217140436172485,-0.5,-0.16066810488700867,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,64.7828,0.8859999775886536
WY,-0.12562580406665802,-0.06919120252132416,-0.20312699675559998,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.343599999999995,94.49080000000001,0.8859999775886536
GA,0.5,0.5,0.2291869968175888,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.709799999999994,0,0.8859999775886536
NC,0.06348930299282074,0.08788970112800598,0.026030899956822395,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118.1327,35.0395,0.8859999775886536
NY,0.24848340451717377,0.30944401025772095,0.2443958967924118,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.05319999999999,2.6337,0.8859999775886536
OR,0.04832100123167038,0.04390479996800423,-0.006308199837803841,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.4417,129.1211,0.8859999775886536
NJ,0.12479729950428009,0.09884200245141983,0.04490349814295769,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.1175,34.1354,0.8859999775886536
MO,-0.18387509882450104,-0.16472239792346954,-0.10099119693040848,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70.22319999999999,0.8859999775886536
FL,-0.09577690064907074,-0.5,-0.06831300258636475,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.670299999999997,0.8859999775886536
VA,-0.5,-0.13843460381031036,-0.055601298809051514,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.10940000000001,161.11489999999998,0.8859999775886536
FL,-0.14647479355335236,-0.5,-0.06289830058813095,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,32.2024,0.8859999775886536
TN,-0.22757020592689514,-0.5,-0.16326689720153809,2004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,57.5587,0.8859999775886536
MD,0.2904931902885437,0.28813129663467407,0.289024293422699,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2207,9.1985,0.8859999775886536
OK,0.24121889472007751,0.15890400111675262,-0.09381569921970367,2004,0,0,0,1,0,0,1,0,1,0,0,0,0,0,201.82850000000002,4.6832,0.8859999775886536
ME,0.020067399367690086,0.0952007994055748,0.029701100662350655,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130.9195,66.74640000000001,0.8859999775886536
NY,0.20608259737491608,0.20775189995765686,0.06058130040764809,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2149,4.1497,0.8859999775886536
IL,0.1924535036087036,0.2064433991909027,0.021155700087547302,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7567,1.5983,0.8859999775886536
FL,0.5,0.20186999440193176,0.13818690180778503,2004,0,0,0,0,0,0,1,0,1,0,0,0,0,0,146.88979999999998,3.5045,0.8859999775886536
CT,-0.05633020028471947,-0.11031679809093475,0.0018162999767810106,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8229,124.1036,0.8859999775886536
LA,-0.5,0.0020000000949949026,-0.08521710336208344,2004,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,176.1978,192.478,0.8859999775886536
FL,-0.5,-0.5,-0.0695435032248497,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45.1555,0.8859999775886536
PA,0.23483450710773468,0.5,0.014514800161123276,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155.9185,0,0.8859999775886536
WA,0.27163851261138916,0.30675381422042847,0.3041822016239166,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7147,2.3632,0.8859999775886536
MI,-0.2118465006351471,-0.1789875030517578,-0.09674029797315598,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10540000000000001,30.878500000000003,0.8859999775886536
CA,0.25513559579849243,0.2527729868888855,0.2180517017841339,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.239,3.2611,0.8859999775886536
MN,0.18731090426445007,0.16979220509529114,0.033163100481033325,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2916,4.1187,0.8859999775886536
